id,QID,titleSlug,title,url,topic,tags,difficulty,type,prompt,examples_json,constraints,function_signature,choices_json,answer,explanation
lc-2134,2134,minimum-swaps-to-group-all-1s-together-ii,Minimum Swaps To Group All 1s Together Ii,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii/,unknown,,unknown,coding,,,,,,,
lc-2135,2135,count-words-obtained-after-adding-a-letter,Count Words Obtained After Adding A Letter,https://leetcode.com/problems/count-words-obtained-after-adding-a-letter/,unknown,,unknown,coding,,,,,,,
lc-2136,2136,earliest-possible-day-of-full-bloom,Earliest Possible Day Of Full Bloom,https://leetcode.com/problems/earliest-possible-day-of-full-bloom/,unknown,,unknown,coding,,,,,,,
lc-2137,2137,pour-water-between-buckets-to-make-water-levels-equal,Pour Water Between Buckets To Make Water Levels Equal,https://leetcode.com/problems/pour-water-between-buckets-to-make-water-levels-equal/,unknown,,unknown,coding,,,,,,,
lc-2138,2138,divide-a-string-into-groups-of-size-k,Divide A String Into Groups Of Size K,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k/,strings,strings,unknown,coding,,,,,,,
lc-2139,2139,minimum-moves-to-reach-target-score,Minimum Moves To Reach Target Score,https://leetcode.com/problems/minimum-moves-to-reach-target-score/,unknown,,unknown,coding,,,,,,,
lc-2140,2140,solving-questions-with-brainpower,Solving Questions With Brainpower,https://leetcode.com/problems/solving-questions-with-brainpower/,unknown,,unknown,coding,,,,,,,
lc-2141,2141,maximum-running-time-of-n-computers,Maximum Running Time Of N Computers,https://leetcode.com/problems/maximum-running-time-of-n-computers/,unknown,,unknown,coding,,,,,,,
lc-2142,2142,the-number-of-passengers-in-each-bus-i,The Number Of Passengers In Each Bus I,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-i/,unknown,,unknown,coding,,,,,,,
lc-2143,2143,choose-numbers-from-two-arrays-in-range,Choose Numbers From Two Arrays In Range,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range/,arrays,arrays,unknown,coding,,,,,,,
lc-2144,2144,minimum-cost-of-buying-candies-with-discount,Minimum Cost Of Buying Candies With Discount,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount/,unknown,,unknown,coding,,,,,,,
lc-2145,2145,count-the-hidden-sequences,Count The Hidden Sequences,https://leetcode.com/problems/count-the-hidden-sequences/,unknown,,unknown,coding,,,,,,,
lc-2146,2146,k-highest-ranked-items-within-a-price-range,K Highest Ranked Items Within A Price Range,https://leetcode.com/problems/k-highest-ranked-items-within-a-price-range/,unknown,,unknown,coding,,,,,,,
lc-2147,2147,number-of-ways-to-divide-a-long-corridor,Number Of Ways To Divide A Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,unknown,,unknown,coding,,,,,,,
lc-2148,2148,count-elements-with-strictly-smaller-and-greater-elements,Count Elements With Strictly Smaller And Greater Elements,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/,unknown,,unknown,coding,,,,,,,
lc-2149,2149,rearrange-array-elements-by-sign,Rearrange Array Elements By Sign,https://leetcode.com/problems/rearrange-array-elements-by-sign/,arrays,arrays,unknown,coding,,,,,,,
lc-2150,2150,find-all-lonely-numbers-in-the-array,Find All Lonely Numbers In The Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2151,2151,maximum-good-people-based-on-statements,Maximum Good People Based On Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements/,unknown,,unknown,coding,,,,,,,
lc-2152,2152,minimum-number-of-lines-to-cover-points,Minimum Number Of Lines To Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points/,unknown,,unknown,coding,,,,,,,
lc-2153,2153,the-number-of-passengers-in-each-bus-ii,The Number Of Passengers In Each Bus Ii,https://leetcode.com/problems/the-number-of-passengers-in-each-bus-ii/,unknown,,unknown,coding,,,,,,,
lc-2154,2154,keep-multiplying-found-values-by-two,Keep Multiplying Found Values By Two,https://leetcode.com/problems/keep-multiplying-found-values-by-two/,unknown,,unknown,coding,,,,,,,
lc-2155,2155,all-divisions-with-the-highest-score-of-a-binary-array,All Divisions With The Highest Score Of A Binary Array,https://leetcode.com/problems/all-divisions-with-the-highest-score-of-a-binary-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2156,2156,find-substring-with-given-hash-value,Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2157,2157,groups-of-strings,Groups Of Strings,https://leetcode.com/problems/groups-of-strings/,strings,strings,unknown,coding,,,,,,,
lc-2158,2158,amount-of-new-area-painted-each-day,Amount Of New Area Painted Each Day,https://leetcode.com/problems/amount-of-new-area-painted-each-day/,unknown,,unknown,coding,,,,,,,
lc-2159,2159,order-two-columns-independently,Order Two Columns Independently,https://leetcode.com/problems/order-two-columns-independently/,unknown,,unknown,coding,,,,,,,
lc-2160,2160,minimum-sum-of-four-digit-number-after-splitting-digits,Minimum Sum Of Four Digit Number After Splitting Digits,https://leetcode.com/problems/minimum-sum-of-four-digit-number-after-splitting-digits/,unknown,,unknown,coding,,,,,,,
lc-2161,2161,partition-array-according-to-given-pivot,Partition Array According To Given Pivot,https://leetcode.com/problems/partition-array-according-to-given-pivot/,arrays,arrays,unknown,coding,,,,,,,
lc-2162,2162,minimum-cost-to-set-cooking-time,Minimum Cost To Set Cooking Time,https://leetcode.com/problems/minimum-cost-to-set-cooking-time/,unknown,,unknown,coding,,,,,,,
lc-2163,2163,minimum-difference-in-sums-after-removal-of-elements,Minimum Difference In Sums After Removal Of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements/,unknown,,unknown,coding,,,,,,,
lc-2164,2164,sort-even-and-odd-indices-independently,Sort Even And Odd Indices Independently,https://leetcode.com/problems/sort-even-and-odd-indices-independently/,unknown,,unknown,coding,,,,,,,
lc-2165,2165,smallest-value-of-the-rearranged-number,Smallest Value Of The Rearranged Number,https://leetcode.com/problems/smallest-value-of-the-rearranged-number/,unknown,,unknown,coding,,,,,,,
lc-2166,2166,design-bitset,Design Bitset,https://leetcode.com/problems/design-bitset/,bit,bit,unknown,coding,,,,,,,
lc-2167,2167,minimum-time-to-remove-all-cars-containing-illegal-goods,Minimum Time To Remove All Cars Containing Illegal Goods,https://leetcode.com/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/,unknown,,unknown,coding,,,,,,,
lc-2168,2168,unique-substrings-with-equal-digit-frequency,Unique Substrings With Equal Digit Frequency,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2169,2169,count-operations-to-obtain-zero,Count Operations To Obtain Zero,https://leetcode.com/problems/count-operations-to-obtain-zero/,unknown,,unknown,coding,,,,,,,
lc-2170,2170,minimum-operations-to-make-the-array-alternating,Minimum Operations To Make The Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/,arrays,arrays,unknown,coding,,,,,,,
lc-2171,2171,removing-minimum-number-of-magic-beans,Removing Minimum Number Of Magic Beans,https://leetcode.com/problems/removing-minimum-number-of-magic-beans/,unknown,,unknown,coding,,,,,,,
lc-2172,2172,maximum-and-sum-of-array,Maximum And Sum Of Array,https://leetcode.com/problems/maximum-and-sum-of-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2173,2173,longest-winning-streak,Longest Winning Streak,https://leetcode.com/problems/longest-winning-streak/,unknown,,unknown,coding,,,,,,,
lc-2174,2174,remove-all-ones-with-row-and-column-flips-ii,Remove All Ones With Row And Column Flips Ii,https://leetcode.com/problems/remove-all-ones-with-row-and-column-flips-ii/,unknown,,unknown,coding,,,,,,,
lc-2175,2175,the-change-in-global-rankings,The Change In Global Rankings,https://leetcode.com/problems/the-change-in-global-rankings/,unknown,,unknown,coding,,,,,,,
lc-2176,2176,count-equal-and-divisible-pairs-in-an-array,Count Equal And Divisible Pairs In An Array,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2177,2177,find-three-consecutive-integers-that-sum-to-a-given-number,Find Three Consecutive Integers That Sum To A Given Number,https://leetcode.com/problems/find-three-consecutive-integers-that-sum-to-a-given-number/,unknown,,unknown,coding,,,,,,,
lc-2178,2178,maximum-split-of-positive-even-integers,Maximum Split Of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers/,unknown,,unknown,coding,,,,,,,
lc-2179,2179,count-good-triplets-in-an-array,Count Good Triplets In An Array,https://leetcode.com/problems/count-good-triplets-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2180,2180,count-integers-with-even-digit-sum,Count Integers With Even Digit Sum,https://leetcode.com/problems/count-integers-with-even-digit-sum/,unknown,,unknown,coding,,,,,,,
lc-2181,2181,merge-nodes-in-between-zeros,Merge Nodes In Between Zeros,https://leetcode.com/problems/merge-nodes-in-between-zeros/,unknown,,unknown,coding,,,,,,,
lc-2182,2182,construct-string-with-repeat-limit,Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit/,strings,strings,unknown,coding,,,,,,,
lc-2183,2183,count-array-pairs-divisible-by-k,Count Array Pairs Divisible By K,https://leetcode.com/problems/count-array-pairs-divisible-by-k/,arrays,arrays,unknown,coding,,,,,,,
lc-2184,2184,number-of-ways-to-build-sturdy-brick-wall,Number Of Ways To Build Sturdy Brick Wall,https://leetcode.com/problems/number-of-ways-to-build-sturdy-brick-wall/,unknown,,unknown,coding,,,,,,,
lc-2185,2185,counting-words-with-a-given-prefix,Counting Words With A Given Prefix,https://leetcode.com/problems/counting-words-with-a-given-prefix/,unknown,,unknown,coding,,,,,,,
lc-2186,2186,minimum-number-of-steps-to-make-two-strings-anagram-ii,Minimum Number Of Steps To Make Two Strings Anagram Ii,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii/,strings,strings,unknown,coding,,,,,,,
lc-2187,2187,minimum-time-to-complete-trips,Minimum Time To Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips/,unknown,,unknown,coding,,,,,,,
lc-2188,2188,minimum-time-to-finish-the-race,Minimum Time To Finish The Race,https://leetcode.com/problems/minimum-time-to-finish-the-race/,unknown,,unknown,coding,,,,,,,
lc-2189,2189,number-of-ways-to-build-house-of-cards,Number Of Ways To Build House Of Cards,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards/,unknown,,unknown,coding,,,,,,,
lc-2190,2190,most-frequent-number-following-key-in-an-array,Most Frequent Number Following Key In An Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2191,2191,sort-the-jumbled-numbers,Sort The Jumbled Numbers,https://leetcode.com/problems/sort-the-jumbled-numbers/,unknown,,unknown,coding,,,,,,,
lc-2192,2192,all-ancestors-of-a-node-in-a-directed-acyclic-graph,All Ancestors Of A Node In A Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/,graph,graph,unknown,coding,,,,,,,
lc-2193,2193,minimum-number-of-moves-to-make-palindrome,Minimum Number Of Moves To Make Palindrome,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/,strings,strings,unknown,coding,,,,,,,
lc-2194,2194,cells-in-a-range-on-an-excel-sheet,Cells In A Range On An Excel Sheet,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet/,unknown,,unknown,coding,,,,,,,
lc-2195,2195,append-k-integers-with-minimal-sum,Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum/,unknown,,unknown,coding,,,,,,,
lc-2196,2196,create-binary-tree-from-descriptions,Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions/,tree,tree,unknown,coding,,,,,,,
lc-2197,2197,replace-non-coprime-numbers-in-array,Replace Non Coprime Numbers In Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2198,2198,number-of-single-divisor-triplets,Number Of Single Divisor Triplets,https://leetcode.com/problems/number-of-single-divisor-triplets/,unknown,,unknown,coding,,,,,,,
lc-2199,2199,finding-the-topic-of-each-post,Finding The Topic Of Each Post,https://leetcode.com/problems/finding-the-topic-of-each-post/,unknown,,unknown,coding,,,,,,,
lc-2200,2200,find-all-k-distant-indices-in-an-array,Find All K Distant Indices In An Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2201,2201,count-artifacts-that-can-be-extracted,Count Artifacts That Can Be Extracted,https://leetcode.com/problems/count-artifacts-that-can-be-extracted/,unknown,,unknown,coding,,,,,,,
lc-2202,2202,maximize-the-topmost-element-after-k-moves,Maximize The Topmost Element After K Moves,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/,unknown,,unknown,coding,,,,,,,
lc-2203,2203,minimum-weighted-subgraph-with-the-required-paths,Minimum Weighted Subgraph With The Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths/,graph,graph,unknown,coding,,,,,,,
lc-2204,2204,distance-to-a-cycle-in-undirected-graph,Distance To A Cycle In Undirected Graph,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph/,graph,graph,unknown,coding,,,,,,,
lc-2205,2205,the-number-of-users-that-are-eligible-for-discount,The Number Of Users That Are Eligible For Discount,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount/,unknown,,unknown,coding,,,,,,,
lc-2206,2206,divide-array-into-equal-pairs,Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs/,arrays,arrays,unknown,coding,,,,,,,
lc-2207,2207,maximize-number-of-subsequences-in-a-string,Maximize Number Of Subsequences In A String,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string/,strings,strings,unknown,coding,,,,,,,
lc-2208,2208,minimum-operations-to-halve-array-sum,Minimum Operations To Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum/,arrays,arrays,unknown,coding,,,,,,,
lc-2209,2209,minimum-white-tiles-after-covering-with-carpets,Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/,unknown,,unknown,coding,,,,,,,
lc-2210,2210,count-hills-and-valleys-in-an-array,Count Hills And Valleys In An Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2211,2211,count-collisions-on-a-road,Count Collisions On A Road,https://leetcode.com/problems/count-collisions-on-a-road/,unknown,,unknown,coding,,,,,,,
lc-2212,2212,maximum-points-in-an-archery-competition,Maximum Points In An Archery Competition,https://leetcode.com/problems/maximum-points-in-an-archery-competition/,unknown,,unknown,coding,,,,,,,
lc-2213,2213,longest-substring-of-one-repeating-character,Longest Substring Of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2214,2214,minimum-health-to-beat-game,Minimum Health To Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game/,unknown,,unknown,coding,,,,,,,
lc-2215,2215,find-the-difference-of-two-arrays,Find The Difference Of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2216,2216,minimum-deletions-to-make-array-beautiful,Minimum Deletions To Make Array Beautiful,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/,arrays,arrays,unknown,coding,,,,,,,
lc-2217,2217,find-palindrome-with-fixed-length,Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length/,strings,strings,unknown,coding,,,,,,,
lc-2218,2218,maximum-value-of-k-coins-from-piles,Maximum Value Of K Coins From Piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/,unknown,,unknown,coding,,,,,,,
lc-2219,2219,maximum-sum-score-of-array,Maximum Sum Score Of Array,https://leetcode.com/problems/maximum-sum-score-of-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2220,2220,minimum-bit-flips-to-convert-number,Minimum Bit Flips To Convert Number,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,bit,bit,unknown,coding,,,,,,,
lc-2221,2221,find-triangular-sum-of-an-array,Find Triangular Sum Of An Array,https://leetcode.com/problems/find-triangular-sum-of-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2222,2222,number-of-ways-to-select-buildings,Number Of Ways To Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings/,unknown,,unknown,coding,,,,,,,
lc-2223,2223,sum-of-scores-of-built-strings,Sum Of Scores Of Built Strings,https://leetcode.com/problems/sum-of-scores-of-built-strings/,strings,strings,unknown,coding,,,,,,,
lc-2224,2224,minimum-number-of-operations-to-convert-time,Minimum Number Of Operations To Convert Time,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/,unknown,,unknown,coding,,,,,,,
lc-2225,2225,find-players-with-zero-or-one-losses,Find Players With Zero Or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses/,unknown,,unknown,coding,,,,,,,
lc-2226,2226,maximum-candies-allocated-to-k-children,Maximum Candies Allocated To K Children,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/,unknown,,unknown,coding,,,,,,,
lc-2227,2227,encrypt-and-decrypt-strings,Encrypt And Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings/,strings,strings,unknown,coding,,,,,,,
lc-2228,2228,users-with-two-purchases-within-seven-days,Users With Two Purchases Within Seven Days,https://leetcode.com/problems/users-with-two-purchases-within-seven-days/,unknown,,unknown,coding,,,,,,,
lc-2229,2229,check-if-an-array-is-consecutive,Check If An Array Is Consecutive,https://leetcode.com/problems/check-if-an-array-is-consecutive/,arrays,arrays,unknown,coding,,,,,,,
lc-2230,2230,the-users-that-are-eligible-for-discount,The Users That Are Eligible For Discount,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/,unknown,,unknown,coding,,,,,,,
lc-2231,2231,largest-number-after-digit-swaps-by-parity,Largest Number After Digit Swaps By Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/,unknown,,unknown,coding,,,,,,,
lc-2232,2232,minimize-result-by-adding-parentheses-to-expression,Minimize Result By Adding Parentheses To Expression,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/,unknown,,unknown,coding,,,,,,,
lc-2233,2233,maximum-product-after-k-increments,Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments/,unknown,,unknown,coding,,,,,,,
lc-2234,2234,maximum-total-beauty-of-the-gardens,Maximum Total Beauty Of The Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/,unknown,,unknown,coding,,,,,,,
lc-2235,2235,add-two-integers,Add Two Integers,https://leetcode.com/problems/add-two-integers/,unknown,,unknown,coding,,,,,,,
lc-2236,2236,root-equals-sum-of-children,Root Equals Sum Of Children,https://leetcode.com/problems/root-equals-sum-of-children/,unknown,,unknown,coding,,,,,,,
lc-2237,2237,count-positions-on-street-with-required-brightness,Count Positions On Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness/,tree,tree,unknown,coding,,,,,,,
lc-2238,2238,number-of-times-a-driver-was-a-passenger,Number Of Times A Driver Was A Passenger,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger/,unknown,,unknown,coding,,,,,,,
lc-2239,2239,find-closest-number-to-zero,Find Closest Number To Zero,https://leetcode.com/problems/find-closest-number-to-zero/,unknown,,unknown,coding,,,,,,,
lc-2240,2240,number-of-ways-to-buy-pens-and-pencils,Number Of Ways To Buy Pens And Pencils,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/,unknown,,unknown,coding,,,,,,,
lc-2241,2241,design-an-atm-machine,Design An Atm Machine,https://leetcode.com/problems/design-an-atm-machine/,unknown,,unknown,coding,,,,,,,
lc-2242,2242,maximum-score-of-a-node-sequence,Maximum Score Of A Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence/,unknown,,unknown,coding,,,,,,,
lc-2243,2243,calculate-digit-sum-of-a-string,Calculate Digit Sum Of A String,https://leetcode.com/problems/calculate-digit-sum-of-a-string/,strings,strings,unknown,coding,,,,,,,
lc-2244,2244,minimum-rounds-to-complete-all-tasks,Minimum Rounds To Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/,unknown,,unknown,coding,,,,,,,
lc-2245,2245,maximum-trailing-zeros-in-a-cornered-path,Maximum Trailing Zeros In A Cornered Path,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path/,unknown,,unknown,coding,,,,,,,
lc-2246,2246,longest-path-with-different-adjacent-characters,Longest Path With Different Adjacent Characters,https://leetcode.com/problems/longest-path-with-different-adjacent-characters/,unknown,,unknown,coding,,,,,,,
lc-2247,2247,maximum-cost-of-trip-with-k-highways,Maximum Cost Of Trip With K Highways,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/,unknown,,unknown,coding,,,,,,,
lc-2248,2248,intersection-of-multiple-arrays,Intersection Of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2249,2249,count-lattice-points-inside-a-circle,Count Lattice Points Inside A Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle/,unknown,,unknown,coding,,,,,,,
lc-2250,2250,count-number-of-rectangles-containing-each-point,Count Number Of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/,unknown,,unknown,coding,,,,,,,
lc-2251,2251,number-of-flowers-in-full-bloom,Number Of Flowers In Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,unknown,,unknown,coding,,,,,,,
lc-2252,2252,dynamic-pivoting-of-a-table,Dynamic Pivoting Of A Table,https://leetcode.com/problems/dynamic-pivoting-of-a-table/,unknown,,unknown,coding,,,,,,,
lc-2253,2253,dynamic-unpivoting-of-a-table,Dynamic Unpivoting Of A Table,https://leetcode.com/problems/dynamic-unpivoting-of-a-table/,unknown,,unknown,coding,,,,,,,
lc-2254,2254,design-video-sharing-platform,Design Video Sharing Platform,https://leetcode.com/problems/design-video-sharing-platform/,unknown,,unknown,coding,,,,,,,
lc-2255,2255,count-prefixes-of-a-given-string,Count Prefixes Of A Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string/,strings,strings,unknown,coding,,,,,,,
lc-2256,2256,minimum-average-difference,Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference/,unknown,,unknown,coding,,,,,,,
lc-2257,2257,count-unguarded-cells-in-the-grid,Count Unguarded Cells In The Grid,https://leetcode.com/problems/count-unguarded-cells-in-the-grid/,unknown,,unknown,coding,,,,,,,
lc-2258,2258,escape-the-spreading-fire,Escape The Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire/,unknown,,unknown,coding,,,,,,,
lc-2259,2259,remove-digit-from-number-to-maximize-result,Remove Digit From Number To Maximize Result,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/,unknown,,unknown,coding,,,,,,,
lc-2260,2260,minimum-consecutive-cards-to-pick-up,Minimum Consecutive Cards To Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up/,unknown,,unknown,coding,,,,,,,
lc-2261,2261,k-divisible-elements-subarrays,K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2262,2262,total-appeal-of-a-string,Total Appeal Of A String,https://leetcode.com/problems/total-appeal-of-a-string/,strings,strings,unknown,coding,,,,,,,
lc-2263,2263,make-array-non-decreasing-or-non-increasing,Make Array Non Decreasing Or Non Increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/,arrays,arrays,unknown,coding,,,,,,,
lc-2264,2264,largest-3-same-digit-number-in-string,Largest 3 Same Digit Number In String,https://leetcode.com/problems/largest-3-same-digit-number-in-string/,strings,strings,unknown,coding,,,,,,,
lc-2265,2265,count-nodes-equal-to-average-of-subtree,Count Nodes Equal To Average Of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,tree,tree,unknown,coding,,,,,,,
lc-2266,2266,count-number-of-texts,Count Number Of Texts,https://leetcode.com/problems/count-number-of-texts/,unknown,,unknown,coding,,,,,,,
lc-2267,2267,check-if-there-is-a-valid-parentheses-string-path,Check If There Is A Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/,strings,strings,unknown,coding,,,,,,,
lc-2268,2268,minimum-number-of-keypresses,Minimum Number Of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses/,unknown,,unknown,coding,,,,,,,
lc-2269,2269,find-the-k-beauty-of-a-number,Find The K Beauty Of A Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,unknown,,unknown,coding,,,,,,,
lc-2270,2270,number-of-ways-to-split-array,Number Of Ways To Split Array,https://leetcode.com/problems/number-of-ways-to-split-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2271,2271,maximum-white-tiles-covered-by-a-carpet,Maximum White Tiles Covered By A Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/,unknown,,unknown,coding,,,,,,,
lc-2272,2272,substring-with-largest-variance,Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2273,2273,find-resultant-array-after-removing-anagrams,Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,strings,strings,unknown,coding,,,,,,,
lc-2274,2274,maximum-consecutive-floors-without-special-floors,Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors/,unknown,,unknown,coding,,,,,,,
lc-2275,2275,largest-combination-with-bitwise-and-greater-than-zero,Largest Combination With Bitwise And Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/,bit,bit,unknown,coding,,,,,,,
lc-2276,2276,count-integers-in-intervals,Count Integers In Intervals,https://leetcode.com/problems/count-integers-in-intervals/,unknown,,unknown,coding,,,,,,,
lc-2277,2277,closest-node-to-path-in-tree,Closest Node To Path In Tree,https://leetcode.com/problems/closest-node-to-path-in-tree/,tree,tree,unknown,coding,,,,,,,
lc-2278,2278,percentage-of-letter-in-string,Percentage Of Letter In String,https://leetcode.com/problems/percentage-of-letter-in-string/,strings,strings,unknown,coding,,,,,,,
lc-2279,2279,maximum-bags-with-full-capacity-of-rocks,Maximum Bags With Full Capacity Of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/,unknown,,unknown,coding,,,,,,,
lc-2280,2280,minimum-lines-to-represent-a-line-chart,Minimum Lines To Represent A Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/,unknown,,unknown,coding,,,,,,,
lc-2281,2281,sum-of-total-strength-of-wizards,Sum Of Total Strength Of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,unknown,,unknown,coding,,,,,,,
lc-2282,2282,number-of-people-that-can-be-seen-in-a-grid,Number Of People That Can Be Seen In A Grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid/,unknown,,unknown,coding,,,,,,,
lc-2283,2283,check-if-number-has-equal-digit-count-and-digit-value,Check If Number Has Equal Digit Count And Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/,unknown,,unknown,coding,,,,,,,
lc-2284,2284,sender-with-largest-word-count,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count/,unknown,,unknown,coding,,,,,,,
lc-2285,2285,maximum-total-importance-of-roads,Maximum Total Importance Of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads/,unknown,,unknown,coding,,,,,,,
